Title,Slug,Maps URL,Description,Tags,Priority,Route Hint,Featured,Needs Review,Published,Source,Lat,Lng,Phone,Hours,Address
Punjabi Dhaba Hicksville,punjabi-dhaba-hicksville,https://www.google.com/maps/place/Punjabi+Dhaba+Hicksville/data=!4m2!3m1!1s0x89c28167aa885403:0xdc3356d29254aa42,"“We ordered chole bhatura, dahi bhalla, samosa chaat, baingan bharta, yellow moong dal tadka, garlic naan, and tandoori roti.”","Truck Parking, New York",Medium,Near I-95 · NY,No,Yes,Yes,Google Maps,40.801249,-73.533083,(516) 433-7495,Monday: 9:00 AM – 9:45 PM | Tuesday: 9:00 AM – 9:45 PM | Wednesday: 9:00 AM – 9:45 PM | Thursday: 9:00 AM – 9:45 PM | Friday: 9:00 AM – 9:45 PM | Saturday: 9:00 AM – 9:45 PM | Sunday: 9:00 AM – 9:45 PM,"257 S Broadway, Hicksville, NY 11801, USA"
Indian Dhaba,indian-dhaba,https://www.google.com/maps/place/Indian+Dhaba/data=!4m2!3m1!1s0x880e2d742c107847:0x2c6c04bab15b3e4f,“We had the Aloo Paratha Garlic Naan the Chicken tikka masala Butter Chicken Basmati rice everything was great hot and delicious.”,"Truck Parking, Michigan",Medium,Near I-90 · IL,No,Yes,Yes,Google Maps,41.859391,-87.682413,(331) 316-2484,Monday: 11:30 AM – 9:30 PM | Tuesday: 11:30 AM – 9:30 PM | Wednesday: 11:30 AM – 9:30 PM | Thursday: 11:30 AM – 9:30 PM | Friday: 11:30 AM – 9:30 PM | Saturday: 11:30 AM – 10:00 PM | Sunday: 11:30 AM – 10:00 PM,"2325 W Taylor St, Chicago, IL 60612, USA"
Ustaad Da Dhaba,ustaad-da-dhaba,https://www.google.com/maps/place/Ustaad+Da+Dhaba/data=!4m2!3m1!1s0x8838a513c5d29d5b:0x3513d804c5559b48,"“Goat curry, chicken biryani, and roti were excellent.”","Truck Parking, Ohio",Medium,US-42 · OH,No,Yes,Yes,Google Maps,39.93005,-83.395923,(614) 787-8620,Monday: 9:00 AM – 9:30 PM | Tuesday: 9:00 AM – 9:30 PM | Wednesday: 9:00 AM – 9:30 PM | Thursday: 9:00 AM – 9:30 PM | Friday: 9:00 AM – 9:30 PM | Saturday: 9:00 AM – 9:30 PM | Sunday: 9:00 AM – 2:00 PM,"Parking, Lot, 935 US-42, London, OH 43140, USA"
TASTE OF PUNJAB DHABA,taste-of-punjab-dhaba,https://www.google.com/maps/place/TASTE+OF+PUNJAB+DHABA/data=!4m2!3m1!1s0x8839b10073d2b19b:0x62247e170d6080d3,"“Muat try the Kadhi Pakoda, shahi Paneer, parathas, paneer bhurji.”","Truck Parking, Ohio",Medium,Near I-71 · OH,No,Yes,Yes,Google Maps,40.523829,-82.691038,(614) 616-3347,Monday: 10:00 AM – 8:00 PM | Tuesday: 10:00 AM – 8:00 PM | Wednesday: 10:00 AM – 8:00 PM | Thursday: 10:00 AM – 8:00 PM | Friday: 10:00 AM – 8:00 PM | Saturday: 10:00 AM – 8:00 PM | Sunday: Closed,"6022a OH-95, Mt Gilead, OH 43338, USA"
Sardarji da dhaba,sardarji-da-dhaba,https://www.google.com/maps/place/Sardarji+da+dhaba/data=!4m2!3m1!1s0x89cf034a39194fa5:0xaa237b8cc90aa4ee,"“I was given Chai and a Vegetable Pakora after order, no additional cost.”","Truck Parking, New York",Medium,Near I-80 · PA,No,Yes,Yes,Google Maps,41.040701,-77.123599,(929) 239-9200,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 10:00 AM – 11:00 PM | Saturday: 12:00 – 9:00 PM | Sunday: 10:00 AM – 10:00 PM,"Indian restaurants, 1460 N Ridge Rd, Milton, PA 17847, USA"
Kake Da Dhaba,kake-da-dhaba,https://www.google.com/maps/place/Kake+Da+Dhaba/data=!4m2!3m1!1s0x883b2b7cdc671757:0x1622d66c49f20f0,"“We tried the Papdi Chaat and Mushroom Matar, both of which were delicious.”","Truck Parking, Ohio",Medium,Near I-75 · ON,No,Yes,Yes,Google Maps,42.306471,-82.989997,(226) 674-1399,Monday: 2:00 – 10:30 PM | Tuesday: 2:00 – 10:30 PM | Wednesday: 2:00 – 10:30 PM | Thursday: 2:00 – 10:30 PM | Friday: 2:00 – 11:00 PM | Saturday: 1:00 – 11:00 PM | Sunday: 1:00 – 10:30 PM,"5150 Tecumseh Rd E, Windsor, ON N8T 1C4, Canada"
Curry hub Punjabi dhaba,curry-hub-punjabi-dhaba,https://www.google.com/maps/place/Curry+hub+Punjabi+dhaba/data=!4m2!3m1!1s0x87d4930ac882cc8d:0x7d929519b89bb50f,"“Tried the goat curry, rotis, dal makhani and rice and kheer, samosas and chai.”","Truck Parking, Arkansas",Medium,Near I-40 · AR,No,Yes,Yes,Google Maps,34.969751,-90.942467,(870) 662-1668,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 9:00 PM,"1019 N Main St, Palestine, AR 72372, USA"
Punjabi Dhaba (Desi Vibes),punjabi-dhaba-desi-vibes,https://www.google.com/maps/place/Punjabi+Dhaba+(Desi+Vibes)/data=!4m2!3m1!1s0x87d5079c61721c39:0xf3ceecd2464362d2,"“We ordered palak paneer, rice, roti and chai and food was flavorful and fantastic.”","Truck Parking, Arkansas",Medium,Near I-40 · AR,No,Yes,Yes,Google Maps,35.199933,-90.484212,(870) 636-7727,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,"485 AR-149, Heth, AR 72346, USA"
5911 Dhaba,5911-dhaba,https://www.google.com/maps/place/5911+Dhaba/data=!4m2!3m1!1s0x87c88586bef61b69:0x4edb57d011fa6570,,"Truck Parking, Missouri",Medium,Near I-44 · MO,No,Yes,Yes,Google Maps,37.053111,-94.280614,(417) 514-0466,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,"2170 Co Rd 100, Carthage, MO 64836, USA"
Dhaba Mitraan da Indian Cuisine,dhaba-mitraan-da-indian-cuisine,https://www.google.com/maps/place/Dhaba+Mitraan+da+Indian+Cuisine/data=!4m2!3m1!1s0x87b7d3bedc35caa5:0xd708ebd116612998,"“Stopped at this place for the mix and paneer paratha bundle during a family road trip, and it was an excellent experience.”","Truck Parking, Seating, Oklahoma",Medium,Near I-44 · OK,No,Yes,Yes,Google Maps,36.559302,-95.16815,(646) 844-4114,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,"31303 S Hwy 69, Big Cabin, OK 74332, USA"
Desi Dhaba,desi-dhaba,https://www.google.com/maps/place/Desi+Dhaba/data=!4m2!3m1!1s0x87c0efbf3e6d3d1f:0x1c7b92a44572c274,“The dosa was perfectly crisp with soft idli and the vada had just the right crunch.All the sides chutneys and sambar were fresh as well.”,"Truck Parking, Missouri",Medium,Near I-49 · MO,No,Yes,Yes,Google Maps,39.042021,-94.587034,(816) 216-1510,Monday: 9:30 AM – 9:30 PM | Tuesday: 9:30 AM – 9:30 PM | Wednesday: 9:30 AM – 9:30 PM | Thursday: 9:30 AM – 9:30 PM | Friday: 9:30 AM – 10:00 PM | Saturday: 9:30 AM – 10:00 PM | Sunday: 9:30 AM – 10:00 PM,"3967 Main St Unit B, Kansas City, MO 64111, USA"
Zaika,zaika,https://www.google.com/maps/place/Zaika/data=!4m2!3m1!1s0x87ee93cd50ff887d:0xed863aa739049de,"“My favorite aaloo tiki, butter chicken with garlic naan, goat curry and so many more yummy dishes.”","Truck Parking, Iowa",Medium,Near I-80 · IA,No,Yes,Yes,Google Maps,41.667533,-93.489766,(515) 214-1460,Monday: 9:00 AM – 11:00 PM | Tuesday: 9:00 AM – 11:00 PM | Wednesday: 9:00 AM – 11:00 PM | Thursday: 9:00 AM – 11:00 PM | Friday: 9:00 AM – 11:00 PM | Saturday: 9:00 AM – 11:00 PM | Sunday: 9:00 AM – 11:00 PM,"3209 Henry St SW, Bondurant, IA 50035, USA"
I-80 Dhaba,i-80-dhaba,https://www.google.com/maps/place/I-80+Dhaba/data=!4m2!3m1!1s0x87ef6d0e3d8aa955:0x5fcb4ff6186c0bd8,"“We had Samosa Chaat and Paneer Tikka for appetizers, and they were absolutely delicious.”","Truck Parking, Iowa",Medium,Near I-80 · IA,No,Yes,Yes,Google Maps,41.701787,-92.747264,(641) 659-9029,Monday: Closed | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 9:00 PM,"2110 W St S, Grinnell, IA 50112, USA"
"Dhaba 94, American Diner",dhaba-94-american-diner,"https://www.google.com/maps/place/Dhaba+94,+American+Diner/data=!4m2!3m1!1s0x52b48b005150d11f:0x986ed06395cf65ff",,"Truck Parking, Minnesota",Medium,Near I-94 · MN,Yes,Yes,Yes,Google Maps,45.487136,-94.110324,(320) 217-2773,Monday: 10:30 AM – 8:00 PM | Tuesday: 10:30 AM – 8:00 PM | Wednesday: 10:30 AM – 8:00 PM | Thursday: 10:30 AM – 8:00 PM | Friday: 10:30 AM – 8:00 PM | Saturday: 10:30 AM – 8:00 PM | Sunday: 10:30 AM – 8:00 PM,"4325 Clearwater Rd, St Cloud, MN 56301, USA"
Indian spice,indian-spice,https://www.google.com/maps/place/Indian+spice/data=!4m2!3m1!1s0x875c810035c363c1:0xcd7eb3c8c88e7734,,"Truck Parking, Wyoming",Medium,Near I-80 · WY,No,Yes,Yes,Google Maps,41.703547,-107.997947,(307) 888-2022,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 7:00 AM – 10:00 PM | Sunday: 7:00 AM – 10:00 PM,"Indian spice Bite, 309 Carlton Rd, Wamsutter, WY 82336, USA"
India Grill,india-grill,https://www.google.com/maps/place/India+Grill/data=!4m2!3m1!1s0x53487b3082b443ff:0x509b64f87ca95a95,,"Truck Parking, Seating, Montana",Medium,Near I-90 · MT,No,Yes,Yes,Google Maps,45.783238,-108.507222,(406) 652-9700,"Monday: Closed | Tuesday: 11:00 AM – 2:00 PM, 4:00 – 8:30 PM | Wednesday: 11:00 AM – 2:00 PM, 4:00 – 8:00 PM | Thursday: 11:00 AM – 2:00 PM, 4:00 – 8:30 PM | Friday: 11:00 AM – 2:00 PM, 4:00 – 8:30 PM | Saturday: 11:00 AM – 2:00 PM, 4:00 – 8:30 PM | Sunday: 11:00 AM – 2:00 PM, 4:00 – 8:30 PM","503 24th St W, Billings, MT 59102, USA"
Curry Express,curry-express,https://www.google.com/maps/place/Curry+Express/data=!4m2!3m1!1s0x5345381c7e91c627:0x7bc9e153da10d455,,"Truck Parking, Montana",Medium,Near I-90 · MT,No,Yes,Yes,Google Maps,45.777041,-111.179366,(406) 924-2414,"Monday: 11:00 AM – 2:30 PM, 5:00 – 9:00 PM | Tuesday: 11:00 AM – 2:30 PM, 5:00 – 9:00 PM | Wednesday: 11:00 AM – 2:30 PM, 5:00 – 9:00 PM | Thursday: 11:00 AM – 2:30 PM, 5:00 – 9:00 PM | Friday: 11:00 AM – 2:30 PM, 5:00 – 9:00 PM | Saturday: 11:00 AM – 2:30 PM, 5:00 – 9:00 PM | Sunday: Closed","90 W Madison Ave STE C, Belgrade, MT 59714, USA"
Sidhus punjabi cuisine,sidhus-punjabi-cuisine,https://www.google.com/maps/place/Sidhus+punjabi+cuisine/data=!4m2!3m1!1s0x5490fd457591660b:0xb3aa4302e44ee7ed,"“We have ordered gobhi kulcha , it was amazingly delicious 🤤 fresh channe , raita, achar and kulcha was so big and fully loaded.”","Truck Parking, Seating, Washington",Medium,I-5 · WA,No,Yes,Yes,Google Maps,47.109792,-122.309179,(253) 338-3200,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 9:00 PM,"Located in Lincoln Creek Behind Mexican food truck Across the street Pilot exit 99 at I-5, 2421 93rd Ave SW B, Tumwater, WA 98512, USA"
Kamal Da Dhaba Indian Restaurant,kamal-da-dhaba-indian-restaurant,https://www.google.com/maps/place/Kamal+Da+Dhaba+Indian+Restaurant/data=!4m2!3m1!1s0x54905eb67bdd499f:0xd7fa3d7799306b3d,,"Truck Parking, Seating, Washington",Medium,Near I-5 · WA,No,Yes,Yes,Google Maps,47.372343,-122.204147,(206) 697-3120,,"16751 SE 272nd St, Covington, WA 98042, USA"
PUNJABI DHABA Indian Restaurant & Market Place,punjabi-dhaba-indian-restaurant-market-place,https://www.google.com/maps/place/PUNJABI+DHABA+Indian+Restaurant+%26+Market+Place/data=!4m2!3m1!1s0x549edf00153e2061:0x9de4da77bee76568,“We started with Chai(s) they were unsweetened and mild but nice on the cool day and the Vegetarian Samosas (the flavor of these was amazing).”,"Truck Parking, Seating, Washington",Medium,Near I-90 · WA,No,Yes,Yes,Google Maps,47.096329,-118.349135,(509) 347-7177,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,"1611 Smittys Blvd, Ritzville, WA 99169, USA"
Dhaba Indian Kitchen - Xplore,dhaba-indian-kitchen---xplore,https://www.google.com/maps/place/Dhaba+Indian+Kitchen+-+Xplore/data=!4m2!3m1!1s0x54950ffd70d8ca13:0xc27990cb3769ed68,“I had the lamb vindaloo and it was one of the best I have ever had.”,"Truck Parking, Washington",Medium,Near I-5 · OR,No,Yes,Yes,Google Maps,45.51558,-122.94999,(503) 267-0393,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:30 AM | Sunday: 11:00 AM – 9:00 PM,"16365 NW Twin Oaks Dr, Beaverton, OR 97006, USA"
Bollywood Dhaba Portland,bollywood-dhaba-portland,https://www.google.com/maps/place/Bollywood+Dhaba+Portland/data=!4m2!3m1!1s0x54950bfda5ee85c5:0x9d45c35f2019893c,"“Ordered the Dal Tadka, Saag Paneer, chicken tikka masala, and a lamb dish with garlic naan and samosas - all SO delicious.”","Truck Parking, Washington",Medium,Near I-5 · OR,Yes,Yes,Yes,Google Maps,45.496466,-122.767981,(971) 416-9625,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,"4534 SE McLoughlin Blvd, Portland, OR 97202, USA"
Dhaba Indian Kitchen - Foodlandia Hillsboro,dhaba-indian-kitchen---foodlandia-hillsboro,https://www.google.com/maps/place/Dhaba+Indian+Kitchen+-+Foodlandia+Hillsboro/data=!4m2!3m1!1s0x54950f004ea229ad:0x9c16641209706cd0,"“Best samosa I've had in a long time, and the Mango Lassi was excellent as well.”","Truck Parking, Washington",Medium,Near I-5 · OR,No,Yes,Yes,Google Maps,45.510144,-122.867464,(503) 884-1135,Monday: 11:00 AM – 8:30 PM | Tuesday: 11:00 AM – 8:30 PM | Wednesday: 11:00 AM – 8:30 PM | Thursday: 11:00 AM – 8:30 PM | Friday: 11:00 AM – 8:30 PM | Saturday: 11:00 AM – 8:30 PM | Sunday: 11:00 AM – 8:30 PM,"2635 SE Century Blvd, Hillsboro, OR 97123, USA"
Punjabi Dhaba,punjabi-dhaba,https://www.google.com/maps/place/Punjabi+Dhaba/data=!4m2!3m1!1s0x5495693ce08594fb:0x3a24c03bd602cf29,"“The food was authentic and flavorful — we tried the Mix Veg Paratha and Paneer Tikka, both cooked to perfection.”","Truck Parking, Oregon",Medium,Near I-5 · OR,No,Yes,Yes,Google Maps,45.281626,-122.825737,(503) 776-9177,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: 8:00 AM – 8:00 PM,"12271 Melinda Ln NE, Aurora, OR 97002, USA"
FIRANGI DHABA,firangi-dhaba,https://www.google.com/maps/place/FIRANGI+DHABA/data=!4m2!3m1!1s0x5495a1b2dbb99099:0x26315d063d84082a,"“Pictured is aloo gobi, veg tikka, pakak paneer (yum!!!), raita, chili sauce, and rice.”","Truck Parking, Washington",Medium,Near I-84 · OR,No,Yes,Yes,Google Maps,45.50588,-122.573719,(971) 500-6767,Monday: 10:00 AM – 9:00 PM | Tuesday: Closed | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 9:00 PM,"6035 NE Halsey St, Portland, OR 97213, USA"
Punjabi Dhaba Indian Crusine,punjabi-dhaba-indian-crusine,https://www.google.com/maps/place/Punjabi+Dhaba+Indian+Crusine/data=!4m2!3m1!1s0x54bd8700581624b5:0x76a7e89931b0bd97,"“Today, we enjoyed a mix chicken platter, paneer tikka veg platter, and mango lassi.”","Truck Parking, Oregon",Medium,Near I-84 · OR,No,Yes,Yes,Google Maps,45.66035,-120.765225,(541) 370-2126,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: Closed,"Wasco, OR 97065, USA"
Little India (Punjabi Dhaba),little-india-punjabi-dhaba,https://www.google.com/maps/place/Little+India+(Punjabi+Dhaba)/data=!4m2!3m1!1s0x54bfffb26cc85853:0x83083302246dc255,"“I've always gotten the Biryani and the samosas but since the menu options have changed, i thought I'd try out the curry and the garlic naan.”","Truck Parking, Washington",Medium,Near I-5 · OR,No,Yes,Yes,Google Maps,44.96182,-123.037551,(971) 388-3977,Monday: 11:00 AM – 8:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 4:00 – 8:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 8:00 PM,"1233 Riverbend Rd NW, Salem, OR 97304, USA"
Bright Indian Food BIF ( Punjabi Dhaba ) (Little India),bright-indian-food-bif-punjabi-dhaba-little-india,https://www.google.com/maps/place/Bright+Indian+Food+BIF+(+Punjabi+Dhaba+)+(Little+India)/data=!4m2!3m1!1s0x5495571f3f96e0db:0xb1806deb81f5189,"“I had the butter chicken and Chai tea, both were excellent!”","Truck Parking, Oregon",Medium,Near I-5 · OR,No,Yes,Yes,Google Maps,45.062355,-123.01009,(971) 432-9024,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 10:00 AM – 8:00 PM | Sunday: 10:00 AM – 7:00 PM,"8983 Truckman Way NE, Salem, OR 97303, USA"
Royal India Punjabi Dhaba,royal-india-punjabi-dhaba,https://www.google.com/maps/place/Royal+India+Punjabi+Dhaba/data=!4m2!3m1!1s0x54c013715f7db24b:0xa786b3ae7b229430,"“I ordered amritsari kulcha and it was perfect, all flavors were awesome and they also have very good free chai.”","Truck Parking, Seating, Oregon",Medium,Near I-5 · OR,No,Yes,Yes,Google Maps,44.666941,-123.123537,(541) 619-3699,Monday: 9:00 AM – 8:30 PM | Tuesday: 9:00 AM – 8:30 PM | Wednesday: 9:00 AM – 8:30 PM | Thursday: 9:00 AM – 8:30 PM | Friday: 9:00 AM – 8:30 PM | Saturday: 9:00 AM – 8:30 PM | Sunday: 9:00 AM – 8:30 PM,"6435 Old Salem Rd NE, Albany, OR 97321, USA"
Little India (Punjabi Dhaba),little-india-punjabi-dhaba,https://www.google.com/maps/place/Little+India+(Punjabi+Dhaba)/data=!4m2!3m1!1s0x54c007509df36ded:0x6e5d05239761a168,"“I've always gotten the Biryani and the samosas but since the menu options have changed, i thought I'd try out the curry and the garlic naan.”","Truck Parking, Oregon",Medium,Near I-5 · OR,No,Yes,Yes,Google Maps,44.899632,-123.034041,(503) 510-5573,Monday: 11:00 AM – 8:00 PM | Tuesday: 11:00 AM – 8:00 PM | Wednesday: 5:00 – 8:00 PM | Thursday: 11:00 AM – 8:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 8:30 PM,"1510 Fabry Rd SE, Salem, OR 97306, USA"
Curry Bai Punjabi Dhaba Exit 216,curry-bai-punjabi-dhaba-exit-216,https://www.google.com/maps/place/Curry+Bai+Punjabi+Dhaba+Exit+216/data=!4m2!3m1!1s0x54c05f4402393dc9:0x10d57314b3c34a2c,"“I ordered the saag paneer and it was perfectly spicy, rich, velvety and the paneer was the right texture and had great chew.”","Truck Parking, Oregon",Medium,Near I-5 · OR,No,Yes,Yes,Google Maps,44.355865,-123.004837,(503) 917-0417,Monday: 10:00 AM – 8:00 PM | Tuesday: 10:00 AM – 8:00 PM | Wednesday: 10:00 AM – 8:00 PM | Thursday: 10:00 AM – 8:00 PM | Friday: 10:00 AM – 8:00 PM | Saturday: Closed | Sunday: 10:00 AM – 8:00 PM,"33180 OR-228, Halsey, OR 97348, USA"
Punjabi Indian Food and Groceries,punjabi-indian-food-and-groceries,https://www.google.com/maps/place/Punjabi+Indian+Food+and+Groceries/data=!4m2!3m1!1s0x54d2eb14b3c38cf1:0x98dfcd187963d49e,“My favorite stop for chicken Tikka masala with a side of rice and garlic naan🤤.”,"Truck Parking, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,40.54471,-122.340774,(530) 440-0510,Monday: 11:30 AM – 8:00 PM | Tuesday: 9:30 AM – 8:00 PM | Wednesday: 9:30 AM – 8:00 PM | Thursday: 9:30 AM – 8:00 PM | Friday: 9:30 AM – 8:00 PM | Saturday: 11:30 AM – 8:00 PM | Sunday: Closed,"2600 Bechelli Ln, Redding, CA 96002, USA"
Punjabi Indian Restaurant,punjabi-indian-restaurant,https://www.google.com/maps/place/Punjabi+Indian+Restaurant/data=!4m2!3m1!1s0x8082f2f5372f47f7:0xa6d539a20ea3e9c4,,"Truck Parking, Seating, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,39.907768,-122.197865,(530) 824-0100,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 7:00 AM – 10:00 PM | Sunday: 7:00 AM – 10:00 PM,"3070 Hwy 99 W, Corning, CA 96021, USA"
I-5 Dhaba,i-5-dhaba,https://www.google.com/maps/place/I-5+Dhaba/data=!4m2!3m1!1s0x808499de0ecc8a91:0xe97f5de6af991c60,"“We also ordered the butter naan, palak paneer which was good but not to the level of the chicken.”","Truck Parking, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,38.946593,-122.060068,(530) 702-9588,Monday: 10:00 AM – 8:00 PM | Tuesday: 10:00 AM – 8:00 PM | Wednesday: 10:00 AM – 8:00 PM | Thursday: 10:00 AM – 8:00 PM | Friday: 10:00 AM – 8:00 PM | Saturday: 10:00 AM – 8:00 PM | Sunday: 10:00 AM – 8:00 PM,"690 Hillgate Rd, Arbuckle, CA 95912, USA"
PANJABI DHABA,panjabi-dhaba,https://www.google.com/maps/place/PANJABI+DHABA/data=!4m2!3m1!1s0x809023c8892d1ee9:0xa2d56c6c5a47ef94,Informal eatery serving traditional Indian & Pakistani dishes for dine-in or takeout.,"Truck Parking, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,37.691463,-121.517367,(209) 835-9090,"Monday: 11:00 AM – 3:00 PM, 4:30 – 9:30 PM | Tuesday: 11:00 AM – 3:00 PM, 4:30 – 9:30 PM | Wednesday: 11:00 AM – 3:00 PM, 4:30 – 9:30 PM | Thursday: 11:00 AM – 3:00 PM, 4:30 – 9:30 PM | Friday: 11:00 AM – 3:00 PM, 4:30 – 9:30 PM | Saturday: 11:00 AM – 3:00 PM, 4:30 – 9:30 PM | Sunday: 11:00 AM – 3:00 PM, 4:30 – 9:30 PM","2242 W Grant Line Rd #101, Tracy, CA 95377, USA"
Tandoori & Tawa Dhaba,tandoori-tawa-dhaba,https://www.google.com/maps/place/Tandoori+%26+Tawa+Dhaba/data=!4m2!3m1!1s0x8090150040fe3fad:0x5c6225cc1b3417e2,"“The food is consistently delicious — their butter chicken, paneer tikka, and naan are simply outstanding.”","Truck Parking, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,37.837973,-121.306784,(209) 929-9320,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 11:00 AM – 10:00 PM,"7400 S El Dorado St, French Camp, CA 95231, USA"
Sandhu Dhaba,sandhu-dhaba,https://www.google.com/maps/place/Sandhu+Dhaba/data=!4m2!3m1!1s0x809045eeac6b53cd:0xe9dcd2eeb63f46a1,,"Truck Parking, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,37.706121,-121.154284,(209) 397-3694,Monday: 8:30 AM – 9:00 PM | Tuesday: 8:30 AM – 9:00 PM | Wednesday: 8:30 AM – 9:00 PM | Thursday: 8:30 AM – 9:00 PM | Friday: 8:30 AM – 9:00 PM | Saturday: 8:30 AM – 9:00 PM | Sunday: 9:00 AM – 9:00 PM,"1022 Frontage Rd suite a, Ripon, CA 95366, USA"
Mangi da Dhaba,mangi-da-dhaba,https://www.google.com/maps/place/Mangi+da+Dhaba/data=!4m2!3m1!1s0x80906d002dd74b15:0x106e845d30bc8b2b,,"Truck Parking, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,37.942243,-121.219373,(209) 302-6413,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,"4124 E Mariposa Rd, Stockton, CA 95215, USA"
